,index,name,price,mileage,ex_color,in_color,drivetrain,mpg,fuel_type,transmission,engine
386,10,2021 BMW 228 Gran Coupe 228i sDrive Gran Coupe,42295,42295, Alpine White , – , Front-wheel Drive ,24–33,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
387,11,2021 Tesla Model Y Long Range,71988,71988, – , – , All-wheel Drive ,131–117,Electric ,1-Speed Automatic,Electric
388,12,2019 Alfa Romeo Stelvio Ti,37888,37888, Vulcano Black Metallic , Black , All-wheel Drive ,22–28,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo
389,13,2020 RAM 1500 Laramie,56998,56998, Burgundy , Black , Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV
390,14,2019 Mercedes-Benz GLA 250 4MATIC,33845,33845, Midnight Black , Black , All-wheel Drive ,23–31,E85 Flex Fuel ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
391,15,2021 Toyota 4Runner Limited,47000,47000, Blizzard Pearl , Redwood , Rear-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
392,16,2021 RAM 1500 Laramie,55421,55421, Diamond Black , Black , Four-wheel Drive ,19–24,Diesel ,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel
393,17,2004 Nissan Pathfinder LE Platinum,3988,3988, Canteen Metallic , Tan , Four-wheel Drive ,15–19,Gasoline ,4-Speed Automatic,3.5L V6 24V MPFI DOHC
394,18,2021 Hyundai Palisade Limited,44422,44422, Becketts Black , Beige , Front-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC
395,19,2017 Volvo XC60 T6 Dynamic,26799,26799, Crystal White Pearl Metallic , Off Black , All-wheel Drive ,19–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC
396,0,2019 BMW 330 i xDrive,36999,36999, Black Sapphire Metallic , Black , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
397,1,2017 Audi Q7 3.0T Premium Plus,36998,36998, Florett Silver Metallic , Nougat Brown , All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged
398,2,2021 BMW X1 sDrive28i,38488,38488, Black Sapphire Metallic , Black , Front-wheel Drive ,24–33,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
399,3,2021 Tesla Model Y Long Range,71400,71400, Midnight Silver Metallic , White / Black , All-wheel Drive ,131–117,Electric ,1-Speed Automatic,Electric
400,4,2020 Ford Edge Sport,41500,41500, Star White Metallic Tri-Coat , Ebony , All-wheel Drive ,19–26,Gasoline ,Automatic,Twin Turbo Premium Unleaded V-6 2.7 L/166
401,5,2021 Lexus GX 460 Base,54795,54795, Black Onyx , Red , Four-wheel Drive ,15–19,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC
402,6,2020 Mercedes-Benz S-Class S 560,84893,84893, designo Diamond White , Porcelain , Rear-wheel Drive ,17–27,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
403,7,2021 Jeep Wrangler Unlimited Sahara,61500,61500, Tuscadero Pearlcoat , Black , Four-wheel Drive ,0–0,Hybrid ,8-SPEED A/T,4 Cylinder Engine
404,8,2018 Jeep Grand Cherokee Limited,35908,35908, Diamond Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
405,9,2019 BMW 740 i,50990,50990, Imperial Blue Metallic , Beige , Rear-wheel Drive ,21–29,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
406,10,2020 Lexus RX 350 Base,50020,50020, Caviar , Parchment , Front-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
407,11,2020 Cadillac XT5 Sport,49492,49492, Radiant Silver Metallic , Black , All-wheel Drive ,18–25,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC
408,12,2019 BMW 430 Gran Coupe i xDrive,35980,35980, Carbon Black Metallic , Ivory White , All-wheel Drive ,23–33,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
409,13,2017 Honda Accord EX-L,26998,26998, Blue , Gray , Front-wheel Drive ,21–33,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI SOHC
410,14,2019 Mazda CX-5 Grand Touring,29998,29998, Jet Black Mica , Black , Front-wheel Drive ,25–31,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC
411,15,2017 GMC Acadia Limited Limited,24997,24997, Ebony Twilight Metallic , Dark Cashmere , All-wheel Drive ,15–22,Gasoline ,Automatic 6-Speed,V6 Cylinder Engine
412,16,2019 Honda HR-V EX,23850,23850, Modern Steel Metallic , Gray , Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.8L I4 16V MPFI SOHC
413,17,2021 RAM 1500 Longhorn,63000,63000, Diamond Black , Black / Saddle , Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV
414,18,2019 Dodge Charger R/T,27400,27400, White Knuckle Clearcoat , Black , Rear-wheel Drive ,16–25,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV
415,19,2019 Mercedes-Benz C-Class C 300,34333,34333, Black , Black , Rear-wheel Drive ,23–34,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
416,0,2020 Jeep Grand Cherokee Limited,39890,39890, Granite Crystal Clearcoat Metallic , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
417,1,2021 Hyundai Venue SE,18000,18000, Ceramic White , Black , Front-wheel Drive ,30–33,Gasoline ,Automatic CVT,1.6L I4 16V MPFI DOHC
418,2,2019 Honda Passport Touring,40000,40000, Black , – , Front-wheel Drive ,20–25,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
419,3,2021 Toyota Highlander Platinum,53598,53598, White , Brown , All-wheel Drive ,20–27,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/211
420,4,2021 Mercedes-Benz GLA 250 Base,40496,40496, White , – , Front-wheel Drive ,25–34,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
421,5,2020 Acura MDX 3.5L Technology & A-Spec Pkgs,46588,46588, Apex Blue Pearl , Ebony , All-wheel Drive ,19–25,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
422,6,2019 BMW 330 i,39988,39988, Jet Black , Black , Rear-wheel Drive ,26–36,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
423,7,2018 BMW 330 i xDrive,29000,29000, Platinum Silver Metallic , Venetian Beige , All-wheel Drive ,23–33,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
424,8,2018 Cadillac XT5 Luxury,31037,31037, Stellar Black Metallic , Jet Black , Front-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC
425,9,2019 Land Rover Range Rover Velar P250 S,47520,47520, Fuji White , Acorn / Ebony , Four-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
426,10,2021 Porsche Macan S,73498,73498, Black , – , All-wheel Drive ,18–24,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo
427,11,2021 GMC Yukon Denali,84994,84994, Onyx Black , Jet Black , Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
428,12,2020 Mercedes-Benz CLA 250 Base 4MATIC,38500,38500, Gray , Black , All-wheel Drive ,23–33,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
429,13,2017 Dodge Challenger R/T,35899,35899, Granite Pearlcoat , Black , Rear-wheel Drive ,15–23,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV
430,14,2018 BMW X1 xDrive28i,21991,21991, Black , Black , All-wheel Drive ,22–31,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
431,15,2020 Tesla Model Y Long Range,72445,72445, Midnight Silver Metallic , Black , All-wheel Drive ,127–114,Electric ,1-Speed Automatic,Electric
432,16,2015 Chevrolet Corvette Stingray Z51,56990,56990, Silver , Black , Rear-wheel Drive ,17–29,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV
433,17,2019 Volvo XC60 T5 Momentum,44962,44962, Onyx Black Metallic , Charcoal , Front-wheel Drive ,22–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
434,18,2019 BMW 740 i,52996,52996, Black Sapphire Metallic , Black , Rear-wheel Drive ,21–29,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
435,19,2021 Kia Seltos SX,34980,34980, Neptune Blue , Black , All-wheel Drive ,25–30,Gasoline ,7-SPEED A/T,4 Cylinder Engine
436,0,2021 Chevrolet Silverado 1500 LTZ,45990,45990, Satin Steel Metallic , Jet Black , Rear-wheel Drive ,15–22,Gasoline ,8-Speed Automatic,5.3L V8 16V GDI OHV
437,1,2016 Porsche Cayenne GTS,55952,55952, Meteor Gray Metallic , – , All-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC Twin Turbo
438,2,2019 Jeep Grand Cherokee Altitude,43000,43000, Diamond Black , Black , Rear-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
439,3,2020 Honda Pilot EX-L,41356,41356, White , – , Front-wheel Drive ,19–27,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC
440,4,2019 Lincoln Navigator Reserve,65962,65962, Infinite Black Metallic , Ebony , Four-wheel Drive ,16–21,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo
441,5,2018 Honda Civic LX,24980,24980, Silver , – , Front-wheel Drive ,31–40,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
442,6,2021 Dodge Charger Scat Pack,62500,62500, Frostbite , Black , Rear-wheel Drive ,15–24,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV
443,7,2010 BMW 328 i xDrive,9900,9900, Black , White , All-wheel Drive ,17–25,Gasoline Fuel ,6-Speed A/T,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel
444,8,2015 Toyota 4Runner Limited,29817,29817, Attitude Black Metallic , Black , Four-wheel Drive ,17–21,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
445,9,2021 Lexus GX 460 Base,51600,51600, Starfire Pearl , Red , Four-wheel Drive ,15–19,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC
446,10,2020 BMW X5 xDrive40i,61672,61672, Jet Black , Black , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
447,11,2019 Volvo XC60 T5 Momentum,46968,46968, Osmium Gray Metallic , Charcoal , All-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
448,12,2017 Toyota Tundra Platinum,41999,41999, Red , Black , Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
449,13,2018 Volvo V90 Cross Country T5,52962,52962, Onyx Black Metallic , Charcoal , All-wheel Drive ,23–31,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
450,14,2022 Mercedes-Benz GLB 250 Base 4MATIC,44980,44980, Polar White , – , All-wheel Drive ,23–31,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
451,15,2021 Honda Accord Touring 2.0T,39000,39000, Lunar Silver Metallic , Black , Front-wheel Drive ,22–32,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
452,16,2020 Lincoln Aviator Reserve AWD,59998,59998, Black , Gray , All-wheel Drive ,17–24,Gasoline ,Automatic,Twin Turbo Premium Unleaded V-6 3.0 L/183
453,17,2021 Aston Martin DBX Base,167900,167900, Onyx Black , Obsidian Black , All-wheel Drive ,14–18,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
454,18,2020 Tesla Model Y Long Range,71912,71912, Black , White / Black , All-wheel Drive ,127–114,Electric ,1-Speed Automatic,Electric
455,19,2017 Land Rover Range Rover Sport 3.0L Supercharged HSE,32500,32500, Santorini Black , Ebony / Ebony , Four-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged
456,0,2017 Mitsubishi Outlander SE,22998,22998, White , Black , Front-wheel Drive ,25–30,Gasoline ,Automatic CVT,2.4L I4 16V MPFI SOHC
457,1,2021 Subaru Outback Limited,33950,33950, Crystal Black Silica , Black , All-wheel Drive ,26–33,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC
458,2,2019 Jeep Grand Cherokee Limited,36937,36937, Diamond Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
459,3,2019 Volkswagen Atlas 3.6L SEL,33995,33995, Pure White , Titan Black , All-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC
460,4,2019 Nissan Rogue SL,33995,33995, Gun Metallic , Charcoal , All-wheel Drive ,None,– ,Automatic CVT,2.5L I4 16V MPFI DOHC
461,5,2019 Cadillac XT5 Luxury,37979,37979, Stellar Black Metallic , Kona Brown , Front-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC
462,6,2018 Cadillac XT5 Luxury,32991,32991, Crystal White Tri-Coat , Black , Front-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC
463,7,2020 Chevrolet Tahoe LT,41000,41000, Summit White , Black , Four-wheel Drive ,15–21,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV
464,8,2021 Honda CR-V Touring,39685,39685, Black , Black , All-wheel Drive ,27–32,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
465,9,2020 Nissan Rogue SV,26295,26295, White , Beige , All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC
466,10,2019 Mazda CX-5 Grand Touring,26691,26691, Jet Black Mica , Parchment , Front-wheel Drive ,25–31,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC
467,11,2021 Volkswagen Atlas 3.6 V6 SE w/ Technology R-Line,45488,45488, Pure White , Beige , All-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC
468,12,2021 Acura TLX A-Spec,44999,44999, Super Black , – , All-wheel Drive ,21–29,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
469,13,2021 Mazda CX-5 Grand Touring,33416,33416, Machine Gray Metallic , Black , All-wheel Drive ,24–30,Gasoline ,Automatic,Regular Unleaded I-4 2.5 L/152
470,14,2017 Honda CR-V Touring,31996,31996, White Diamond Pearl , – , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
471,15,2017 INFINITI QX60 Base,25000,25000, White , Beige , Front-wheel Drive ,20–27,Gasoline Fuel ,A/T,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel
472,16,2020 Land Rover Range Rover Evoque S,43998,43998, Seoul Pearl Silver , Ebony / Ebony , All-wheel Drive ,20–27,Gasoline ,Automatic,I4
473,17,2017 Toyota Tundra Platinum,46999,46999, White , Black , Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
474,18,2020 Dodge Durango R/T,44995,44995, Black , Black , All-wheel Drive ,14–22,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV
475,19,2018 BMW X5 M Base,54950,54950, Gray , Silverstone , All-wheel Drive ,14–19,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo
476,0,2019 Mercedes-Benz GLS 450 Base 4MATIC,56490,56490, Gray Metallic , – , All-wheel Drive ,16–22,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
477,1,2021 Tesla Model Y Performance,73250,73250, Gray , White / Black , All-wheel Drive ,115–106,Electric ,1-Speed Automatic,Electric
478,2,2019 Honda Civic LX,26093,26093, Molten Lava Pearl , Black , Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
479,3,2020 Mercedes-Benz C-Class C 300,39987,39987, Black , Silk Beige , Rear-wheel Drive ,24–35,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
480,4,2020 Lincoln Nautilus Reserve,47952,47952, Ceramic Pearl , Coffee , All-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
481,5,2019 Nissan Murano Platinum,35997,35997, Mocha Almond Pearl , Beige , Front-wheel Drive ,20–28,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC
482,6,2020 Mercedes-Benz GLC 300 Base 4MATIC,44177,44177, Graphite Gray Metallic , – , All-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
483,7,2019 BMW 330 i xDrive,35880,35880, Mineral Gray Metallic , Black , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
484,8,2019 Alfa Romeo Stelvio Ti,38490,38490, Brown , Black , All-wheel Drive ,22–28,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo
485,9,2021 GMC Yukon Denali,78395,78395, Onyx Black , Jet Black , Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
486,10,2021 Mazda CX-5 Grand Touring,32289,32289, Machine Gray Metallic , Black , All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC
487,11,2020 Mercedes-Benz GLC 300 Base 4MATIC,37496,37496, Graphite Gray Metallic , Black , All-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
488,12,2020 Porsche Macan S,67180,67180, Black , Black , All-wheel Drive ,18–23,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo
489,13,2015 Audi S4 3.0T Premium Plus,25999,25999, Black , Black / Red , All-wheel Drive ,17–26,Gasoline ,6-Speed Manual,3.0L V6 24V GDI DOHC Supercharged
490,14,2003 Toyota Highlander ,7000,7000, Millennium Silver Metallic , Charcoal , All-wheel Drive ,18–22,Gasoline ,4-Speed Automatic,3.0L V6 24V MPFI DOHC
491,15,2018 Toyota 4Runner Limited,39599,39599, Blizzard Pearl , Black Graphite , Rear-wheel Drive ,17–21,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
492,16,2020 Acura TLX V6 w/Technology Package,35888,35888, Majestic Black Pearl , Ebony , Front-wheel Drive ,20–31,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
493,17,2019 Lexus IS 300 ,38998,38998, Obsidian Black , Red , Rear-wheel Drive ,21–30,Gasoline ,8-Speed Automatic,2.0L I4 16V PDI DOHC Turbo
494,18,2019 Mercedes-Benz GLA 250 Base 4MATIC,36000,36000, Polar White , Black , All-wheel Drive ,23–31,E85 Flex Fuel ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
495,19,2020 Ford F-150 Lariat,53997,53997, Agate Black Metallic , Medium Light Camel , Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo
496,0,2019 Jeep Grand Cherokee Limited,39591,39591, Diamond Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
497,1,2019 Jeep Grand Cherokee Limited,31996,31996, Diamond Black , Black , Rear-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
498,2,2012 Ford Focus SEL,5499,5499, Race Red , Charcoal Black , Front-wheel Drive ,28–38,Gasoline ,Automatic,2.0L GDI I4 flex fuel engine
499,3,2021 Toyota Avalon TRD,43800,43800, White , Black , Front-wheel Drive ,21–30,Gasoline Fuel ,8-Speed A/T,301.0HP 3.5L V6 Cylinder Engine Gasoline Fuel
500,4,2019 Ford F-450 Platinum,95977,95977, Agate Black Metallic , Black , Four-wheel Drive ,None,Diesel ,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel
501,5,2020 Acura MDX 3.5L,37994,37994, Majestic Black Pearl , Ebony , Front-wheel Drive ,20–27,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
502,6,2017 Mercedes-Benz C-Class C 300,30999,30999, Gray Metallic , – , All-wheel Drive ,24–31,Gasoline ,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
503,7,2017 Dodge Durango R/T,37995,37995, White , Red , All-wheel Drive ,17–22,Gasoline ,8 speed torqueflite automatic,8 Cylinder Engine
504,8,2018 Porsche Panamera Turbo,109995,109995, Jet Black Metallic , – , All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo
505,9,2018 Jeep Grand Cherokee Limited,34541,34541, Diamond Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
506,10,2019 BMW 330 i xDrive,35995,35995, Mineral Gray Metallic , Black , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
507,11,2020 Acura MDX 3.5L w/Technology Package,44995,44995, Majestic Black Pearl , Ebony , Front-wheel Drive ,20–27,Gasoline ,Automatic,Premium Unleaded V-6 3.5 L/212
508,12,2021 Mercedes-Benz GLE 350 Base 4MATIC,63878,63878, Polar White , – , All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
509,13,2017 Audi Q7 3.0T Premium Plus,33895,33895, Graphite Gray Metallic , Black , All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged
510,14,2019 Volvo XC60 T5 Momentum,44968,44968, Osmium Gray Metallic , Charcoal , All-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
511,15,2021 BMW M340 i xDrive,56990,56990, Alpine White , Black , All-wheel Drive ,22–31,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
512,16,2020 Tesla Model Y Long Range,65995,65995, Blue , – , All-wheel Drive ,127–114,Electric ,1-Speed Automatic,Electric
513,17,2019 Volvo XC60 T5 Momentum,43962,43962, Pine Gray Metallic , Maroon Brown , All-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
514,18,2015 Land Rover Range Rover 3.0L Supercharged HSE,45995,45995, Santorini Black , Ivory / Ebony , Four-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged
515,19,2017 Audi Q7 3.0T Premium Plus,41595,41595, Graphite Gray Metallic , Black , All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged
516,0,2020 Tesla Model Y Long Range,65781,65781, Midnight Silver Metallic , Black , All-wheel Drive ,127–114,Electric ,1-Speed Automatic,Electric
517,1,2019 BMW M5 Competition,64950,64950, Gray , Silverstone , All-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo
518,2,2020 Nissan Rogue SL,32988,32988, Scarlet Ember , Beige , All-wheel Drive ,None,– ,Automatic CVT,2.5L I4 16V MPFI DOHC
519,3,2014 Volvo S60 T5,17590,17590, Crystal White Pearl , Off Black , Front-wheel Drive ,21–30,Gasoline ,6-Speed Automatic,2.5L I5 20V MPFI DOHC Turbo
520,4,2019 Honda CR-V EX-L,28499,28499, Maroon , Tan , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
521,5,2018 Cadillac XT5 Luxury,34293,34293, Stellar Black Metallic , Black , All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC
522,6,2019 BMW X5 xDrive40i,54995,54995, Black Sapphire Metallic , Black , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
523,7,2019 Acura RDX Technology Package,37959,37959, Majestic Black Pearl , Parchment , All-wheel Drive ,21–27,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
524,8,2020 Ford Edge Titanium,35292,35292, Magnetic , Ceramic , Front-wheel Drive ,21–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
525,9,2021 Ford Expedition Limited,69495,69495, Black , Medium Stone , Four-wheel Drive ,17–22,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo
526,10,2020 GMC Acadia SLE,30990,30990, Smokey Quartz Metallic , Jet Black , All-wheel Drive ,21–27,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC
527,11,2019 Volkswagen Golf GTI 2.0T Rabbit Edition 4-Door,31999,31999, Gray , Black , Front-wheel Drive ,25–31,Gasoline Fuel ,A/T,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel
528,12,2021 BMW 530 i xDrive,53995,53995, Alpine White , Black , All-wheel Drive ,23–32,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
529,13,2020 Nissan Murano SL,34000,34000, Black , Graphite , Front-wheel Drive ,20–28,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC
530,14,2020 Honda Accord EX-L,27995,27995, Platinum White Pearl , Ivory , Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
531,15,2019 BMW 530 i xDrive,32750,32750, White , Red , All-wheel Drive ,23–33,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
532,16,2018 GMC Sierra 2500 Denali,63997,63997, Onyx Black , Jet Black , Four-wheel Drive ,0–0,Diesel ,Allison 1000 6-Speed Automatic,8 Cylinder Engine
533,17,2021 Toyota Highlander Platinum,48741,48741, Midnight Black , Beige , All-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
534,18,2019 Honda CR-V EX-L,32470,32470, Black , Black , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
